id,name,parent,latitude,longitude,countries,macroareas,status
mgf,Maklew,bula1259|makl1246,-7.74424,139.273,|ID,|Papunesia,shifting
dba,Bangime,bang1363,14.8116,-3.77092,|ML,|Africa,shifting
kol,Kol (Papua New Guinea),kolp1236,-5.21042,151.583,|PG,|Papunesia,shifting
fqs,Momu-Fas,baib1250|fass1245,-3.10868,141.64,|PG,|Papunesia,shifting
bbf,Baibai,baib1250|baib1251,-3.42672,141.345,|PG,|Papunesia,shifting
ses,Koyraboro Senni Songhai,song1307|east2431|koyr1242,16.9634,-0.55187,|ML|NE,|Africa,not endangered
dje,Zarma-Kaado,song1307|east2431|zarm1240|zarm1239,12.8554,2.41173,|BF|ML|NE|NG,|Africa,not endangered
ddn,Dendi (Benin),song1307|east2431|zarm1240|dend1243,11.6682,3.49109,|BJ|NE|NG,|Africa,not endangered
hmb,Humburi Senni Songhay,song1307|east2431|humb1243,15.2948,-1.69301,|BF|ML,|Africa,not endangered
tst,Tondi Songway Kiini,song1307|east2431|tond1249,15.262989,-2.816163,|ML,|Africa,shifting
dsq,Tadaksahak,song1307|nort2822|nort2823|tada1238,16.685,2.32653,|DZ|ML,|Africa,not endangered
twq,Tasawaq,song1307|nort2822|nort2823|tasa1240,16.7814,6.92037,|NE,|Africa,shifting
tda,Tagdal,song1307|nort2822|nort2823|tagd1238,16.1908,6.83992,|NE,|Africa,threatened
kcy,Korandje,song1307|nort2822|nort2823|kora1291,29.4957,-2.48113,|DZ,|Africa,shifting
khq,Koyra Chiini Songhay,song1307|nort2822|koyr1240,16.192,-3.73962,|ML|MR,|Africa,not endangered
mvi,Miyako,japo1237|ryuk1243|ryuk1244|miya1259,24.7564,125.363,|JP,|Eurasia,moribund
yoi,Yonaguni,japo1237|ryuk1243|ryuk1244|macr1267|yona1241,24.45,122.991,|JP,|Eurasia,moribund
rys,Yaeyama,japo1237|ryuk1243|ryuk1244|macr1267|yaey1239,24.3401,123.801,|JP,|Eurasia,shifting
xug,Kunigami,japo1237|ryuk1243|nort3255|okin1244|kuni1268,26.5911,128.068,|JP,|Eurasia,shifting
ryu,Central Okinawan,japo1237|ryuk1243|nort3255|okin1244|cent2126,26.14854,127.7816,|JP,|Eurasia,moribund
yox,Yoron,japo1237|ryuk1243|nort3255|amam1245|yoro1243,27.0407,128.428,|JP,|Eurasia,shifting
kzg,Kikai,japo1237|ryuk1243|nort3255|amam1245|kika1239,28.31,129.982,|JP,|Eurasia,shifting
ams,Southern Amami-Oshima,japo1237|ryuk1243|nort3255|amam1245|nucl1644|oshi1235|sout2954,28.1955,129.285,|JP,|Eurasia,shifting
ryn,Northern Amami-Oshima,japo1237|ryuk1243|nort3255|amam1245|nucl1644|oshi1235|nort2935,28.2099,129.453,|JP,|Eurasia,shifting
tkn,Toku-No-Shima,japo1237|ryuk1243|nort3255|amam1245|nucl1644|okin1245|toku1246,27.7736,128.961,|JP,|Eurasia,shifting
okn,Oki-No-Erabu,japo1237|ryuk1243|nort3255|amam1245|nucl1644|okin1245|okin1246,27.3738,128.619,|JP,|Eurasia,shifting
None,Yilan Creole Japanese,japo1237|japa1256|japa1258|yila1234,24.381274,121.574283,,|Papunesia,shifting
jpn,Japanese,japo1237|japa1256|japa1258|nucl1643,35.0,135.0,|JP,|Eurasia,not endangered
ojp,Old Japanese,japo1237|japa1256|oldj1239,34.683333,135.8,|JP,|Eurasia,extinct
None,Hachijo,japo1237|hach1239,33.109444,139.791389,|JP,|Eurasia,shifting
mrc,Maricopa,coch1271|yuma1250|gene1244|rive1260|mari1440,33.5123,-111.749,|US,|North America,moribund
mov,Mohave,coch1271|yuma1250|gene1244|rive1260|moha1256,34.8866,-114.599,|US,|North America,nearly extinct
yum,Quechan,coch1271|yuma1250|gene1244|rive1260|quec1382,32.7859,-114.599,|US,|North America,nearly extinct
ppi,Paipai,coch1271|yuma1250|gene1244|paii1252|paip1241,31.6063,-115.871,|MX,|North America,moribund
yuf,Havasupai-Walapai-Yavapai,coch1271|yuma1250|gene1244|paii1252|hava1248,35.6302,-113.385,|US,|North America,shifting
None,Ipai,coch1271|yuma1250|gene1244|delt1253|dieg1234|ipai1240,33.005,-116.993,|US,|North America,moribund
dih,Tipai,coch1271|yuma1250|gene1244|delt1253|dieg1234|kumi1248,32.331,-116.604,|MX|US,|North America,moribund
coc,Cocopa,coch1271|yuma1250|gene1244|delt1253|coco1261,32.376,-114.848,|MX|US,|North America,shifting
None,Kwatl,coch1271|yuma1250|gene1244|delt1253|kwat1246,30.049,-115.386,|MX,|North America,None
klb,Kiliwa,coch1271|yuma1250|kili1268,30.5471,-115.123,|MX,|North America,nearly extinct
coj,Cochimi,coch1271|coch1272,29.04,-114.077,|MX,|North America,extinct
auc,Waorani,waor1240,-1.12312,-76.683,|EC,|South America,shifting
sux,Sumerian,sume1241,31.3,45.6667,|IQ,|Eurasia,extinct
lmd,Lumun,narr1279|lumu1240|lumu1239,10.8308,30.253,|SD,|Africa,threatened
tqr,Torona,narr1279|lumu1240|toro1251,11.1254,30.341,|SD,|Africa,extinct
jle,Ngile,narr1279|bura1298|ngil1241|ngil1242,10.7194,29.997,|SD,|Africa,threatened
dec,Dagik,narr1279|bura1298|ngil1241|dagi1241,10.583,29.9404,|SD,|Africa,not endangered
eli,Nding,narr1279|bura1298|ndin1246|ndin1245,10.2741,30.7306,|SD,|Africa,shifting
tlo,Tasomi-Tata,narr1279|bura1298|ndin1246|talo1250,10.6453,30.4815,|SD,|Africa,shifting
acz,Acheron,narr1279|bura1298|ache1247|ache1245,10.8827,30.3187,|SD,|Africa,threatened
taz,Tocho,narr1279|bura1298|ache1247|toch1257,10.8828,30.1567,|SD,|Africa,shifting
kut,Kutenai,kute1249,48.7892,-115.065,|CA|US,|North America,moribund
qun,Quinault,sali1255|coas1325|tsam1241|coas1311|quin1251,47.4214,-124.16,|US,|North America,extinct
cea,Lower Chehalis,sali1255|coas1325|tsam1241|coas1311|lowe1427,46.7736,-124.004,|US,|North America,extinct
cow,Cowlitz,sali1255|coas1325|tsam1241|inla1265|cowl1242,46.4167,-122.917,|US,|North America,extinct
cjh,Upper Chehalis,sali1255|coas1325|tsam1241|inla1265|uppe1439,46.7981,-123.169,|US,|North America,extinct
til,Tillamook,sali1255|coas1325|till1254,44.0924,-122.769,|US,|North America,extinct
lut,Northern Lushootseed,sali1255|coas1325|cent2129|lush1251|lush1252,48.42,-122.529,|US,|North America,extinct
slh,Southern Puget Sound Salish,sali1255|coas1325|cent2129|lush1251|sout2965,47.263,-122.141,|US,|North America,extinct
sec,Sechelt,sali1255|coas1325|cent2129|sech1246,49.4757,-123.765,|CA,|North America,nearly extinct
nok,Nooksack,sali1255|coas1325|cent2129|nook1247,48.2201,-121.973,|US,|North America,extinct
squ,Squamish,sali1255|coas1325|cent2129|squa1248,49.3231,-123.014,|CA,|North America,nearly extinct
str,Northern Straits Salish,sali1255|coas1325|cent2129|stra1246|stra1244,48.51614,-123.757114,|CA|US,|North America,nearly extinct
clm,Clallam,sali1255|coas1325|cent2129|stra1246|clal1241,48.0707,-123.511,|US,|North America,extinct
coo,Comox,sali1255|coas1325|cent2129|como1259,49.7233,-124.967,|CA,|North America,nearly extinct
twa,Twana,sali1255|coas1325|cent2129|twan1247,47.7419,-121.765,|US,|North America,extinct
ptw,Pentlatch,sali1255|coas1325|cent2129|pent1242,49.1936,-124.689,|CA,|North America,extinct
hur,Halkomelem,sali1255|coas1325|cent2129|halk1245,49.250402,-122.443668,|CA|US,|North America,shifting
crd,Coeur d'Alene,sali1255|inte1241|sout1559|coeu1236,47.2958,-116.715,|US,|North America,nearly extinct
fla,Kalispel-Pend d'Oreille,sali1255|inte1241|sout1559|kali1307|kali1308,47.5825,-114.19,|US,|North America,moribund
spo,Spokane,sali1255|inte1241|sout1559|kali1307|spok1245,47.9087,-118.062,|US,|North America,extinct
col,Columbia-Wenatchi,sali1255|inte1241|sout1559|colu1241,48.217,-118.454,|US,|North America,nearly extinct
oka,Okanagan,sali1255|inte1241|sout1559|okan1243,49.2745,-119.294,|CA|US,|North America,nearly extinct
shs,Shuswap,sali1255|inte1241|nort2948|shus1248,50.8734,-119.667,|CA,|North America,shifting
thp,Thompson,sali1255|inte1241|nort2948|thom1243,50.1668,-120.193,|CA,|North America,moribund
lil,Lillooet,sali1255|inte1241|nort2948|lill1248,50.7272,-122.04,|CA,|North America,nearly extinct
blc,Bella Coola,sali1255|bell1243,52.3448,-126.689,|CA,|North America,nearly extinct
bcx,Pamona (Retired),book1242|pamo1255,None,None,,,None
sic,Malinguat,book1242|mali1288,None,None,|PG,|Papunesia,None
nbf,Naxi (Retired),book1242|naxi1246,27.45988,100.18172,|CN,|Eurasia,None
suh,Suba (Retired),book1242|suba1254,None,None,,,None
rkw,Arakwal,book1242|arak1254,None,None,|AU,|Australia,extinct
llo,Khlor,book1242|khlo1239,15.6415,106.606,|LA,|Eurasia,threatened
None,Lingaayat,book1242|ling1261,None,None,,|Eurasia,None
mly,Malay (individual language),book1242|mala1546,None,None,,,None
lii,Lingkhim,book1242|ling1268,26.992,87.9992,|NP,|Eurasia,None
phw,Phangduwali,book1242|phan1256,27.15945,87.35371,|NP,|Eurasia,shifting
ixj,Ixil  Chajul,book1242|ixil1252,None,None,|GT,|North America,None
ybd,Yangbye,book1242|yang1301,18.524,94.2543,|MM,|Eurasia,None
yri,Yarí,book1242|yari1235,1.43017,-74.3715,|CO,|South America,None
nfk,Shakara,book1242|shak1238,None,None,|NG,|Africa,None
jrt,Jorto,book1242|jort1240,8.93055,9.42486,|NG,|Africa,not endangered
dha,Dhanwar (India),book1242|dhan1267,23.0613,83.1644,|IN,|Eurasia,None
bsv,Baga Sobané,book1242|baga1274,9.98865,-13.9054,|GN,|Africa,extinct
ppr,Piru,book1242|piru1241,-3.05368,128.197,|ID,|Papunesia,moribund
ckd,Kaqchikel  South Central,book1242|kaqc1272,None,None,|GT,|North America,None
ome,Omejes,book1242|omej1234,0.99999,-70.0,|CO,|South America,extinct
slb,Kahumamahon Saluan,book1242|kahu1242,None,None,,,None
tlz,Toala',book1242|toal1234,None,None,|ID,|Papunesia,None
qut,K'iche'  West Central,book1242|kich1266,None,None,|GT,|North America,None
gtu,Aghu Tharnggalu (Retired),book1242|aghu1256,-15.0,144.0,|AU,|Australia,extinct
ckc,Kaqchikel  Northern,book1242|kaqc1275,None,None,|GT,|North America,None
bwv,Bahau River Kenyah,book1242|baha1262,None,None,,,None
yos,Yos,book1242|yosa1234,25.4364,95.7566,|MM,|Eurasia,None
kob,Kohoroxitari,book1242|koho1245,None,None,,,None
qmx,Old Indic,book1242|oldi1244,None,None,|IN,|Eurasia,extinct
pen,Penesak,book1242|pene1237,None,None,,,None
ixi,Ixil  Nebaj,book1242|ixil1253,None,None,|GT,|North America,None
kkn,Kon Keu,book1242|konk1268,21.6369,100.278,|CN,|Eurasia,threatened
mwj,Maligo,book1242|mali1287,-7.93095,15.7421,|AO,|Africa,None
kgm,Karipuna do Amapa,book1242|kari1309,-2.92,-52.42,|BR,|South America,extinct
jap,Jaruára,book1242|jaru1257,None,None,,,None
cbe,Chipiajes,book1242|chip1236,3.08332,-71.1667,|CO,|South America,extinct
sik,Sikiana,book1242|siki1239,3.01294,-57.9221,|BR|SR|VE,|South America,shifting
vmo,Muko-Muko,book1242|muko1237,None,None,,,None
gti,Gbati-ri,book1242|gbat1238,2.98585,28.7911,|CD,|Africa,None
cru,Carútana,book1242|caru1240,None,None,,,None
puz,Purum (Retired),book1242|puru1262,24.662,93.982,|IN,|Eurasia,None
lau,Laba,book1242|laba1241,1.66675,127.583,|ID,|Papunesia,threatened
ckf,Kaqchikel  Southern,book1242|kaqc1274,None,None,|GT,|North America,None
quj,K'iche'  Joyabaj,book1242|kich1267,None,None,|GT,|North America,None
xhv,Khua,book1242|khua1243,17.402,106.021,|LA|VN,|Eurasia,not endangered
kox,Coxima,book1242|coxi1236,6.08332,-72.0833,|CO,|South America,extinct
yne,Lang'e,book1242|lang1333,None,None,|CN,|Eurasia,not endangered
ope,Old Persian,book1242|oldp1255,None,None,,,None
ztc,Lachirioag Zapotec,book1242|lach1251,None,None,,,None
prp,Parsi,book1242|pars1251,20.625,74.438,|CN|IN|PK|GB|US,|Eurasia,threatened
cke,Kaqchikel  Eastern,book1242|kaqc1273,None,None,|GT,|North America,None
thw,Thudam,book1242|thud1238,27.7678,87.6189,|CN|NP,|Eurasia,not endangered
lnc,Languedocien,book1242|lang1334,None,None,,,None
bmy,Bemba (Democratic Republic of Congo),book1242|bemb1258,-10.0,28.08,|CD,|Africa,None
None,Khuai,book1242|khua1244,None,None,|ZA,|Africa,None
flm,Falam Chin (Retired),book1242|fala1245,None,None,,,None
cqd,Chuanqiandian Cluster Miao,book1242|chua1256,22.5638,101.95,|CN,|Eurasia,not endangered
ymj,Muji Yi,book1242|muji1236,None,None,,,None
tbb,Tapeba,book1242|tape1236,-4.99999,-40.3333,|BR,|South America,extinct
yds,Yiddish Sign Language,book1242|yidd1241,31.7342,34.7818,|IL,|Eurasia,None
kwq,Kwak,book1242|kwak1264,6.66524,11.1087,|NG,|Africa,None
auv,Auvergnat,book1242|auve1240,None,None,,,None
sgo,Songa,book1242|song1304,-4.01205,26.016,|CD,|Africa,None
yio,Dayao Yi,book1242|daya1245,None,None,,,None
lba,Lui,book1242|luia1234,21.3635,99.6619,|MM,|Eurasia,extinct
hrr,Horuru,book1242|horu1241,-3.12875,129.387,|ID,|Papunesia,None
wiw,Wirangu-Nauo,book1242|wira1260,-31.6356,131.719,|AU,|Australia,None
drr,Dororo,book1242|doro1267,-8.30556,157.767,|SB,|Papunesia,extinct
fom,Foma,book1242|foma1238,0.88032,24.3202,|CD,|Africa,not endangered
mdo,Southwest Gbaya (Retired),book1242|sout3222,None,None,,,None
btl,Bhatola,book1242|bhat1237,22.7174,80.842,|IN,|Eurasia,None
tle,Southern Marakwet,book1242|sout3225,None,None,,,None
ime,Imeraguen,book1242|imer1236,18.37331,-16.34726,|MR,|Africa,None
thc,Tai Pao (Retired),book1242|taih1245,19.1282,104.225,|LA|VN,|Eurasia,None
cum,Cumeral,book1242|cume1234,2.83332,-69.5,|CO,|South America,extinct
ctc,Chetco,book1242|chet1237,42.6864,-124.376,|US,|North America,extinct
fiz,Izere (Retired),book1242|izer1243,None,None,,,None
kvt,Lahta Karen,book1242|laht1236,20.1797,97.3791,|MM,|Eurasia,not endangered
ggm,Gugu Mini,book1242|gugu1257,None,None,|AU,|Australia,extinct
bhx,Bhalay,book1242|bhal1245,21.2665,77.8268,|IN,|Eurasia,threatened
koj,Sara Dunjo,book1242|sara1320,8.99175,19.9446,|CF|TD,|Africa,None
aam,Aramanik,book1242|aram1252,-2.90656,37.3491,|TZ,|Africa,extinct
ypw,Puwa Yi,book1242|puwa1234,None,None,,,None
ttx,Tutong 1,book1242|tuto1242,None,None,,,None
knh,Kayan River Kenyah,book1242|kaya1334,None,None,,,None
sdd,Semendo,book1242|seme1248,None,None,,,None
elp,Elpaputih,book1242|elpa1240,-3.078,128.263,|ID,|Papunesia,None
lms,Limousin,book1242|limo1250,None,None,,,None
mwx,Mediak,book1242|medi1249,-2.780485,36.59766,|TZ,|Africa,shifting
kvs,Kunggara,book1242|kung1262,-17.62553,141.1441,|AU,|Australia,nearly extinct
pec,Southern Pesisir,book1242|sout3224,None,None,,,None
ppa,Pao,book1242|paoo1245,24.0622,80.9619,|IN,|Eurasia,None
xuf,Kunfal,book1242|kunf1238,None,None,,,None
kds,Lahu Shi (Retired),book1242|lahu1255,None,None,,,None
nhs,Southeastern Puebla Nahuatl,book1242|sout3223,None,None,,,None
rjb,Rajbanshi (Retired),book1242|rajb1244,None,None,,,None
rae,Ranau (Retired),book1242|rana1249,None,None,,,None
tzc,Tzotzil  Chamula,book1242|tzot1262,None,None,|MX,|North America,None
gmo,Gamo-Gofa-Dawro,book1242|gamo1244,6.57645,37.1381,|ET,|Africa,None
mst,Cataelano Mandaya,book1242|cata1284,7.77188,126.373,|PH,|Papunesia,None
yuu,Yugh (Retired),book1242|yugh1240,60.87784,89.74791,|RU,|Eurasia,extinct
nhj,Tlalitzlipa Nahuatl,book1242|tlal1234,None,None,,,None
krg,North Korowai,book1242|nort3250,None,None,,,None
geg,Gengle,book1242|geng1243,8.8956,11.9527,|NG,|Africa,not endangered
ibi,Ibilo,book1242|ibil1238,7.42662,6.08384,|NG,|Africa,None
nky,Khiamniungan Naga (Retired),book1242|khia1237,None,None,,,None
szd,Seru,book1242|seru1247,1.73885,112.133,|MY,|Papunesia,extinct
goj,Gowlan,book1242|gowl1242,21.5096,77.2647,|IN,|Eurasia,not endangered
None,Munaseli Pandai,book1242|muna1238,None,None,,|Australia,None
blg,Balau,book1242|bala1306,1.33476,110.913,|MY,|Papunesia,threatened
kfi,Kurumba  Kannada,book1242|kann1253,11.3824,76.5256,|IN,|Eurasia,not endangered
unx,Munda,book1242|mund1321,25.0391,87.1792,|IN,|Eurasia,not endangered
otk,Old Turkish,book1242|oldt1247,37.0,59.0,|MN,|Eurasia,extinct
bcb,Bainouk-Samik,book1242|bain1260,12.5053,-15.9969,|GW|SN,|Africa,shifting
kjf,Khalaj,book1242|khal1270,36.5317,49.576,|AZ|IR,|Eurasia,not endangered
suu,Sungkai (Indonesia),book1242|sung1271,None,None,,,None
bbx,Bubia,book1242|bubi1249,4.02178,9.22304,|CM,|Africa,moribund
myt,Sangab Mandaya,book1242|sang1338,7.39531,126.409,|PH,|Papunesia,None
nlr,Ngarla on the Ashburton river south of the Hamersley range,book1242|ngar1286,None,None,|AU,|Australia,nearly extinct
bke,Bengkulu,book1242|beng1290,None,None,,,None
toe,Tomedes,book1242|tome1239,3.24999,-69.6666,|CO,|South America,extinct
kex,Kukna,book1242|kukn1238,20.5657,73.5713,|IN,|Eurasia,not endangered
sap,Sanapaná (Retired),book1242|sana1281,-22.11454,-58.90698,|PY,|South America,None
ihi,Ihievbe,book1242|ihie1238,7.00917,6.08581,|NG,|Africa,not endangered
lmt,Lematang,book1242|lema1244,None,None,,,None
mbg,Northern Nambikuára,book1242|nort3251,None,None,,,None
nnx,Ngong,book1242|ngon1275,8.78874,13.42855,|CM,|Africa,nearly extinct
tzz,Tzotzil  Zinacantán,book1242|tzot1264,None,None,|MX,|North America,None
poj,Lower Pokomo,book1242|lowe1441,None,None,,,None
bsd,Sarawak Bisaya,book1242|sara1350,None,None,,,None
skl,Selako,book1242|sela1262,None,None,,,None
tze,Tzotzil  Chenalhó,book1242|tzot1263,None,None,|MX,|North America,None
occ,Occidental,book1242|occi1241,None,None,,,None
ynh,Yangho,book1242|yang1292,-1.92218,13.0213,|GA,|Africa,None
ayx,Ayi (China),book1242|ayic1234,27.1213,98.8684,|CN,|Eurasia,None
None,Kukura,book1242|kuku1286,None,None,|BR,|South America,extinct
oun,Oung,book1242|oung1238,-15.3,14.35,|AO|NA,|Africa,None
pou,Poqomam  Southern,book1242|poqo1255,None,None,|GT,|North America,None
sls,Singapore Sign Language,book1242|sing1237,1.33069,103.864,|SG,|Eurasia,not endangered
tsf,Southwestern Tamang,book1242|sout2718,27.5722,84.9036,|NP,|Eurasia,None
gsc,Gascon (Retired),book1242|gasc1241,None,None,,,None
pxm,Quetzaltepec Mixe,book1242|quet1239,16.92147,-95.67269,|MX,|North America,threatened
puc,Punan Merap,book1242|puna1274,3.10143,116.251,|ID,|Papunesia,shifting
cit,Chittagonian (Retired),book1242|chit1285,None,None,,,None
rui,Rufiji,book1242|rufi1234,-7.99059,38.7133,|TZ,|Africa,not endangered
dyk,Land Dayak (Retired),book1242|land1262,None,None,,,None
cca,Cauca,book1242|cauc1241,1.267,-69.91,|CO,|South America,extinct
tnf,Tangshewi,book1242|tang1374,38.2267,71.2542,|AF,|Eurasia,None
ned,Nde-Gbite,book1242|ndeg1238,7.065,10.47,|NG,|Africa,not endangered
rmr,Calo,book1242|calo1235,40.8339,-3.5144,|ES,|Eurasia,None
None,Tushan Names,book1242|tush1243,None,None,|IR,|Eurasia,extinct
ahe,Ahe,book1242|ahea1240,None,None,,,None
bjq,Southern Betsimisaraka Malagasy (Retired),book1242|sout3125,-20.8687,48.1108,|MG,|Africa,None
chs,Chumash,book1242|chum1264,None,None,|US,|North America,None
acb,Áncá,book1242|anca1236,6.66524,11.1087,|NG,|Africa,not endangered
None,Mawakwa,book1242|mawa1268,3.11,-66.238404,|VE,|South America,extinct
xbx,Kabixí,book1242|kabi1264,-14.2403,-58.9931,|BR,|South America,extinct
bso,Buso,book1242|buso1242,12.5008,17.6011,|TD,|Africa,moribund
wkb,Kumbaran,book1242|kumb1267,None,None,|IN,|Eurasia,threatened
bvp,Bumang,book1242|buma1247,23.02,103.34,|CN,|Eurasia,shifting
miv,Mimi,book1242|mimi1246,None,None,,,None
puk,Pu Ko,book1242|puko1234,20.2551,101.731,|LA,|Eurasia,None
adu,Aduge,book1242|adug1238,7.64567,6.13085,|NG,|Africa,threatened
oda,Odut,book1242|odut1238,5.20317,8.27253,|NG,|Africa,moribund
xss,Assan,book1242|assa1266,56.0,94.0,|RU,|Eurasia,extinct
cbh,Cagua,book1242|cagu1236,3.99999,-74.0,|CO,|South America,extinct
rie,Rien,book1242|rien1238,19.5084,102.591,|LA,|Eurasia,None
xtz,Tasmanian,book1242|tasm1247,None,None,|AU,|Australia,extinct
gen,Geman Deng,book1242|gema1236,None,None,,,None
cdg,Chamari,book1242|cham1329,21.3532,79.6232,|IN,|Eurasia,not endangered
krq,Krui,book1242|krui1237,None,None,,,None
None,Taensa,book1242|taen1234,None,None,|US,|North America,None
None,Dume,book1242|dume1236,None,None,|ET,|Africa,None
uok,Uokha,book1242|uokh1238,7.00611,5.97783,|NG,|Africa,None
xko,Kiorr,book1242|kior1239,21.0684,101.211,|LA|MM,|Eurasia,threatened
tmk,Northwestern Tamang,book1242|nort3144,27.9087,85.1648,|NP,|Eurasia,not endangered
yib,Yinglish,book1242|ying1248,None,None,,,None
pod,Ponares,book1242|pona1251,4.83332,-71.5,|CO,|South America,extinct
svr,Savara,book1242|sava1244,18.7302,84.1414,|IN,|Eurasia,None
hva,Huastec  San Luís Potosí,book1242|huas1255,None,None,|MX,|North America,None
ubm,Upper Baram Kenyah,book1242|uppe1459,None,None,,,None
bii,Bisu (Retired),book1242|bisu1247,None,None,,,None
mob,Moinba,book1242|moin1242,None,None,,,None
slj,Salumá,book1242|salu1254,1.74782,-56.5107,|BR,|South America,moribund
xkm,Mahakam Kenyah,book1242|maha1308,None,None,,,None
pun,Pubian,book1242|pubi1237,None,None,,,None
lay,Lama (Myanmar),book1242|lama1289,27.6237,98.4694,|MM,|Eurasia,not endangered
wgw,Wagawaga (Retired),book1242|waga1262,None,None,,,None
kym,Kpatili,book1242|kpat1244,5.17203,21.8594,|CF,|Africa,shifting
None,Nand,book1242|nand1263,None,None,,|Eurasia,None
xah,Kahayan,book1242|kaha1240,None,None,,,None
baz,Tunen (Retired),book1242|tune1241,4.75,10.67,|CM,|Africa,None
ckj,Kaqchikel  Santo Domingo Xenacoj,book1242|kaqc1278,None,None,|GT,|North America,None
tie,Tingal,book1242|ting1253,12.1797,31.1244,|SD,|Africa,None
iap,Iapama,book1242|iapa1241,0.97588,-53.3269,|BR,|South America,None
whu,Wahau Kayan,book1242|waha1239,1.42088,116.6795,|ID,|Papunesia,threatened
quu,K'iche'  Eastern,book1242|kich1265,None,None,|GT,|North America,None
ork,Orokaiva (Retired),book1242|orok1270,None,None,,,None
dgu,Degaru,book1242|dega1238,25.0461,86.7694,|IN,|Eurasia,threatened
cki,Kaqchikel  Santa María de Jesús,book1242|kaqc1276,None,None,|GT,|North America,None
noo,Nootka,book1242|noot1239,49.6212,-126.086,|CA,|North America,None
npb,Nupbikha,book1242|nupb1238,27.4301,90.534,|BT,|Eurasia,threatened
bnh,Banawá,book1242|bana1306,None,None,,,None
cbm,Kaqchikel  Yepocapa Southwestern,book1242|kaqc1271,None,None,|GT,|North America,None
emo,Emok,book1242|emok1238,-24.9202,-57.8892,|PY,|South America,extinct
pcr,Panang,book1242|pana1292,30.7272,86.8317,|CN,|Eurasia,None
mpf,Mam  Tajumulco,book1242|mamt1234,None,None,|GT,|North America,None
bpo,Anasi,book1242|anas1239,-1.73908,137.716,|ID,|Papunesia,threatened
mvc,Mam  Central,book1242|mamc1234,None,None,|GT,|North America,None
tkk,Takpa (Retired),book1242|takp1246,28.1652,88.4254,|CN,|Eurasia,None
prv,Provençal (Retired),book1242|prov1247,None,None,,,None
None,Oropom,book1242|orop1234,None,None,|UG,|Africa,None
lmm,Lamam,book1242|lama1290,14.3658,107.336,|KH,|Eurasia,None
ymg,Yamongeri,book1242|yamo1246,-0.24248,22.3073,|CD,|Africa,not endangered
yen,Yendang (Retired),book1242|yend1240,9.0159,12.1396,|NG,|Africa,None
vky,Kayu Agung,book1242|kayu1244,None,None,,,None
sxm,Samre of Siem Reap,book1242|samr1245,13.479,103.978,|KH,|Eurasia,nearly extinct
fum,Fum,book1242|fumm1238,6.66524,11.1087,|NG,|Africa,not endangered
tot,Patla-Chicontla Totonac,book1242|patl1234,None,None,,,None
tgv,Tingui-Boto,book1242|ting1238,-11.5816,-37.538,|BR,|South America,extinct
coy,Coyaima,book1242|coya1241,11.3333,-73.0,|CO,|South America,extinct
tmx,Tomyang,book1242|tomy1239,None,None,,,None
qxi,K'iche'  San Andrés,book1242|kich1263,None,None,|GT,|North America,None
prd,Parsi-Dari,book1242|pars1252,32.994,58.624,|AF,|Eurasia,not endangered
paj,Ipeka-Tapuia,book1242|ipek1240,None,None,,,None
mja,Mahei,book1242|mahe1238,21.6558,100.017,|CN,|Eurasia,None
ckk,Kaqchikel  Akatenango Southwestern,book1242|kaqc1277,None,None,|GT,|North America,None
mzx,Mawayana,book1242|mawa1271,1.98815,-58.5046,|GY,|South America,nearly extinct
cka,Khumi Awa Chin,book1242|khum1250,20.5226,93.3656,|MM,|Eurasia,None
cun,K'iche'  Cunén,book1242|kich1264,None,None,|GT,|North America,None
xnh,Kuanhua,book1242|kuan1250,21.9802,101.158,|CN,|Eurasia,shifting
kbf,Kakauhua,book1242|kaka1269,-39.0488,-72.3228,|CL,|South America,extinct
bqf,Baga Kaloum,book1242|baga1271,9.951,-12.887,|GN,|Africa,extinct
suf,Sufrai,book1242|tarp1241,None,None,,,None
ckw,Kaqchikel  Western,book1242|kaqc1279,None,None,|GT,|North America,None
faz,Northwestern Fars,book1242|nort2640,29.643,52.925,|IR,|Eurasia,shifting
teb,Tetete,book1242|tete1252,-0.02668,-76.5761,|EC,|South America,extinct
fri,Western Frisian (Retired),book1242|west2863,None,None,,,None
bsz,Souletin Basque,book1242|soul1243,None,None,,,None
kgh,Upper Tanudan Kalinga,book1242|uppe1424,17.2143,121.202,|PH,|Papunesia,None
mhv,Arakanese,book1242|arak1256,None,None,,,None
twm,Tawang Monpa,book1242|tawa1289,27.7686,92.1838,|CN|IN,|Eurasia,shifting
mvj,Mam  Todos Santos Cuchumatán,book1242|mamt1235,None,None,|GT|MX,|North America,None
vlr,Vatrata,book1242|vatr1237,-13.83,167.42,|VU,|Papunesia,None
nfg,Nyeng,book1242|nyen1255,None,None,|NG,|Africa,None
put,Putoh,book1242|puto1237,3.42467,116.443,|ID,|Papunesia,threatened
bic,Bikaru-Bragge,book1242|bika1251,-4.86,142.945,|PG,|Papunesia,shifting
irr,Ir,book1242|irrr1240,15.7188,106.564,|LA,|Eurasia,not endangered
ggh,Garreh-Ajuran,book1242|garr1261,None,None,,,None
tyl,Thu Lao,book1242|thul1247,22.7528,104.251,|VN,|Eurasia,shifting
ccy,Southern Zhuang,book1242|sout3221,None,None,,,None
zrg,Mirgan,book1242|mirg1238,23.43055,81.33599,|IN,|Eurasia,not endangered
